ROWID,AU,TI,SO,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,1stScreen.result,1stScreen.note,1stScreen.CheckedBy,2ndScreen,2ndScreen.Checker,2ndScreen.Notes,DataColl.Notes,Collector
10371,"Dibble, AC; Wright, WA; Campbell, CS; Greene, CW",Quantitative morphology of the Amelanchier agamic complex (Rosaceae) at a Maine site,SYSTEMATIC BOTANY,1998,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,muc,,,,,
10379,"Gallagher, KG; Schierenbeck, KA; DAntonio, CM",Hybridization and introgression in Carpobrotus spp. (Aizoaceae) in California .2. Allozyme evidence,AMERICAN JOURNAL OF BOTANY,1997,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,muc,,,,,
10383,"Floate, KD; Martinsen, GD; Whitham, TG",Cottonwood hybrid zones as centres of abundance for gall aphids in western North America: Importance of relative habitat size,JOURNAL OF ANIMAL ECOLOGY,1997,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"""hybrids"" include F1 and BC1 hybrids",muc,,,,,
10387,"Brysting, AK; Elven, R; Nordal, I",The hypothesis of hybrid origin of Poa jemtlandica supported by morphometric and isoenzyme data,NORDIC JOURNAL OF BOTANY,1997,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,wild individuas; unclear what gen,KT,,,,,
10394,"Fritz, RS; Roche, BM; Brunsfeld, SJ; Orians, CM",Interspecific and temporal variation in herbivore responses to hybrid willows,OECOLOGIA,1996,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"""hybrid"" includes F1 and F2 types",muc,,,,,
10407,"Campbell, CS; Wright, WA","Apomixis, hybridization, and taxonomic complexity in eastern North American Amelanchier (Rosaceae)",FOLIA GEOBOTANICA & PHYTOTAXONOMICA,1996,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,putative hybrid swarm,muc,,,,,
10410,"Hedren, M","Genetic differentiation, polyploidization and hybridization in northern European Dactylorhiza (Orchidaceae): Evidence from allozyme markers",PLANT SYSTEMATICS AND EVOLUTION,1996,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,muc,,,,,
10424,"FLOATE, KD; WHITHAM, TG",INSECTS AS TRAITS IN PLANT SYSTEMATICS - THEIR USE IN DISCRIMINATING BETWEEN HYBRID COTTONWOODS,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1995,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"""F1-type"" includes F1 and BC hybrids",muc,,,,,
10431,"BALLARD, HE; WUJEK, DE",EVIDENCE FOR THE RECOGNITION OF VIOLA-APPALACHIENSIS,SYSTEMATIC BOTANY,1994,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"no F1 crosses, unclear which species is ""hybrid""",muc,,,,,
10432,"MURRELL, ZE",DWARF DOGWOODS - INTERMEDIACY AND THE MORPHOLOGICAL LANDSCAPE,SYSTEMATIC BOTANY,1994,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"herbarium specimens, no crosses, unclear hybrid origin or F1 status",muc,,,,,
10437,"WHITHAM, TG; MORROW, PA; POTTS, BM",PLANT HYBRID ZONES AS CENTERS OF BIODIVERSITY - THE HERBIVORE COMMUNITY OF 2 ENDEMIC TASMANIAN EUCALYPTS,OECOLOGIA,1994,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"only one F1 hybrid, other hybrids unknown origin. All traits measured were fitness traits",muc,,,,,
10441,"EMERY, RJN; CHINNAPPA, CC","MORPHOLOGICAL VARIATION AMONG MEMBERS OF THE STELLARIA-LONGIPES COMPLEX - S-LONGIPES, S-LONGIFOLIA, AND S-PORSILDII (CARYOPHYLLACEAE)",PLANT SYSTEMATICS AND EVOLUTION,1994,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,muc,,,,,
10447,"FLOATE, KD; KEARSLEY, MJC; WHITHAM, TG","ELEVATED HERBIVORY IN PLANT HYBRID ZONES - CHRYSOMELA-CONFLUENS, POPULUS AND PHENOLOGICAL SINKS",ECOLOGY,1993,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,hybrid zone,muc,,,,,
10448,"WOLFE, AD; ELISENS, WJ",DIPLOID HYBRID SPECIATION IN PENSTEMON (SCROPHULARIACEAE) REVISITED,AMERICAN JOURNAL OF BOTANY,1993,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,no F21 crosses,muc,,,,,
10454,"MAYER, MS; MESLER, MR",MORPHOMETRIC EVIDENCE OF HYBRID SWARMS IN MIXED POPULATIONS OF POLYSTICHU-MUNITUM AND P-IMBRICANS (DRYOPTERIDACEAE),SYSTEMATIC BOTANY,1993,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"Fig. 3-5, hybrid origin unclear (F1?)",KT,,,,,
10468,"EMERY, RJN; CHINNAPPA, CC",NATURAL HYBRIDIZATION BETWEEN STELLARIA-LONGIPES AND STELLARIA-BOREALIS (CARYOPHYLLACEAE),CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1992,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,putative hybrid,muc,,,,,
10476,"SILBERBAUERGOTTSBERGER, I; GOTTSBERGER, G; EHRENDORFER, F",HYBRID SPECIATION AND RADIATION IN THE NEOTROPICAL WOODY GENUS TOCOYENA (RUBIACEAE),PLANT SYSTEMATICS AND EVOLUTION,1992,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,muc,,,,,
10506,"POTTS, BM; REID, JB",ANALYSIS OF A HYBRID SWARM BETWEEN EUCALYPTUS-RISDONII HOOK F AND EUCALYPTUS-AMYGDALINA LABILL,AUSTRALIAN JOURNAL OF BOTANY,1985,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"hybrid swarm, no F1's described",muc,,,,,
10507,"HEANEY, LR; TIMM, RM","MORPHOLOGY, GENETICS, AND ECOLOGY OF POCKET GOPHERS (GENUS GEOMYS) IN A NARROW HYBRID ZONE",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,1985,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,muc,,,,,
10511,"DONOSO, C; LANDRUM, LR","NOTHOFAGUS-LEONI ESPINOSA, A NATURAL HYBRID BETWEEN NOTHOFAGUS-OBLIQUA (MIRB) OERST AND NOTHOFAGUS-GLAUCA (PHIL) KRASSER",NEW ZEALAND JOURNAL OF BOTANY,1979,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,muc,,,,,
10534,"Comes, HP",Major gene effects during weed evolution: Phenotypic characters cosegregate with alleles at the ray floret locus in Senecio vulgaris L. (Asteraceae),JOURNAL OF HEREDITY,1998,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,"one parent doesn't have the focal trait (ray florets) so not possible to compare (i.e., it is NA)",KT,,,,,
10978,"Bui, Tam M.; Phan, Lam T.; Ingram, Brett A.; Nguyen, Thuy T. T.; Gooley, Geoff J.; Nguyen, Hao V.; Nguyen, Phuong T.; De Silva, Sena S.","Seed production practices of striped catfish, Pangasianodon hypophthalmus in the Mekong Delta region, Vietnam",AQUACULTURE,2010,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
11049,"Moran, P",Current conservation genetics: building an ecological approach to the synthesis of molecular and quantitative genetic methods,ECOLOGY OF FRESHWATER FISH,2002,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
1043,"PATTON, JL; HAFNER, JC; HAFNER, MS; SMITH, MF","HYBRID ZONES IN THOMOMYS-BOTTAE POCKET GOPHERS - GENETIC, PHENETIC, AND ECOLOGIC CONCORDANCE PATTERNS",EVOLUTION,1979,42,2,,,,,335,350,,10.2307/2409237,,,,,,,,WOS:A1988M318200012,28567852,,,,,ambig.design,hybrids are 'estimated',KT,,,,,
11124,"LaFountain, AM; Frank, HA; Yuan, YW","Carotenoid composition of the flowers of Mimulus lewisii and related species: Implications regarding the prevalence and origin of two unique, allenic pigments",ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,2015,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
11124,"Fishman, L; Willis, JH; Wu, CA; Lee, YW","Comparative linkage maps suggest that fission, not polyploidy, underlies near-doubling of chromosome number within monkeyflowers (Mimulus; Phrymaceae)",HEREDITY,2014,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
11124,"Cooper, TF; Remold, SK; Lenski, RE; Schneider, D",Expression profiles reveal parallel evolution of epistatic interactions involving the CRP regulon in Escherichia coli,PLOS GENETICS,2008,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
11124,"Thomson, JD; Wilson, P","Explaining evolutionary shifts between bee and hummingbird pollination: Convergence, divergence, and directionality",INTERNATIONAL JOURNAL OF PLANT SCIENCES,2008,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
11124,"Erickson, DL; Fenster, CB; Stenoien, HK; Price, D",Quantitative trait locus analyses and the study of evolutionary process,MOLECULAR ECOLOGY,2004,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
11124,"Goulson, D; Jerrim, K",Maintenance of the species boundary between Silene dioica and S-latifolia (red and white campion),OIKOS,1997,,,,,,,,,,,,,,,,,,,,,,,,ambig.design,,KT,,,,,
10427,"CHRISTENSEN, KM; WHITHAM, TG; KEIM, P",HERBIVORY AND TREE MORTALITY ACROSS A PINYON PINE HYBRID ZONE,OECOLOGIA,1995,,,,,,,,,,,,,,,,,,,,,,,,ambig.origin,uclear what the hybrids are ,KT,,,,,
10440,"FRITZ, RS; NICHOLSORIANS, CM; BRUNSFELD, SJ","INTERSPECIFIC HYBRIDIZATION OF PLANTS AND RESISTANCE TO HERBIVORES - HYPOTHESES, GENETICS, AND VARIABLE RESPONSES IN A DIVERSE HERBIVORE COMMUNITY",OECOLOGIA,1994,,,,,,,,,,,,,,,,,,,,,,,,ambig.origin,"F1-types, but not F1s.",KT,,,,,
10497,"WHITHAM, TG",PLANT HYBRID ZONES AS SINKS FOR PESTS,SCIENCE,1989,,,,,,,,,,,,,,,,,,,,,,,,ambig.origin,,KT,,,,,
38,"Li, Y; Tada, F; Yamashiro, T; Maki, M",Long-term persisting hybrid swarm and geographic difference in hybridization pattern: genetic consequences of secondary contact between two Vincetoxicum species (Apocynaceae-Asclepiadoideae),BMC EVOLUTIONARY BIOLOGY,2016,16,,,,,,,,20,10.1186/s12862-016-0587-2,,,,,,,,WOS:000368485600002,26801608,,,,,ambig.origin,,KT,,,,,
46,"Li, LF; Wang, HY; Pang, D; Liu, Y; Liu, B; Xiao, HX",Phenotypic and genetic evidence for ecological speciation of Aquilegia japonica and A. oxysepala,NEW PHYTOLOGIST,2014,204,4,,,,,1028,1040,,10.1111/nph.12967,,,,,,,,WOS:000344627200032,25117915,,,,,ambig.origin,hybrids are wild sampled from zone; unclear gen,KT,,,,,
53,"Kleindorfer, S; O'Connor, JA; Dudaniec, RY; Myers, SA; Robertson, J; Sulloway, FJ",Species Collapse via Hybridization in Darwin's Tree Finches,AMERICAN NATURALIST,2014,183,3,,,,,325,341,,10.1086/674899,,,,,,,,WOS:000331599200005,24561597,,,,,ambig.origin,unclear which species parents belong to. individuals assigned to classes based on genotypes,KT,,,,,
59,"Surget-Groba, Y; Kay, KM",Restricted gene flow within and between rapidly diverging Neotropical plant species,MOLECULAR ECOLOGY,2013,22,19,,,,,4931,4942,,10.1111/mec.12442,,,,,,,,WOS:000324931300008,23952304,,,,,ambig.origin,hybrid gen unclear,KT,,,,,
70,"Tastard, E; Ferdy, JB; Burrus, M; Thebaud, C; Andalo, C",Patterns of floral colour neighbourhood and their effects on female reproductive success in an Antirrhinum hybrid zone,JOURNAL OF EVOLUTIONARY BIOLOGY,2012,25,2,,,,,388,399,,10.1111/j.1420-9101.2011.02433.x,,,,,,,,WOS:000299043300015,22188332,,,,,ambig.origin,,KT,,,,,
81,"Mee, JA; Brauner, CJ; Taylor, EB",Repeat Swimming Performance and Its Implications for Inferring the Relative Fitness of Asexual Hybrid Dace (Pisces: Phoxinus) and Their Sexually Reproducing Parental Species,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,2011,84,3,,,,,306,315,,10.1086/659245,,,,,,,,WOS:000290665700009,21527822,,,,,ambig.origin,hybrids are asexual lineages,KT,,,,,
91,"Toscano, BJ; Pulcini, D; Hayden, B; Russo, T; Kelly-Quinn, M; Mariani, S",An ecomorphological framework for the coexistence of two cyprinid fish and their hybrids in a novel environment,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2010,99,4,,,,,768,783,,10.1111/j.1095-8312.2010.01383.x,,,,,,,,WOS:000276168100010,,,,,,ambig.origin,"they are nearly certain that al hybs are F1s, but not sure enough.",KT,,,,,
103,"Stolzenberg, N; The, BN; Salducci, MD; Cavalli, L",Influence of Environment and Mitochondrial Heritage on the Ecological Characteristics of Fish in a Hybrid Zone,PLOS ONE,2009,4,6,,,,,,,e5962,10.1371/journal.pone.0005962,,,,,,,,WOS:000267079500011,19536286,,,,,ambig.origin,,KT,,,,,
109,"Loehr, J; Carey, J; Ylonen, H; Suhonen, J",Coat darkness is associated with social dominance and mating behaviour in a mountain sheep hybrid lineage,ANIMAL BEHAVIOUR,2008,76,,5,,,,1545,1553,,10.1016/j.anbehav.2008.07.012,,,,,,,,WOS:000260118100011,,,,,,ambig.origin,,KT,,,,,
122,"Gow, JL; Peichel, CL; Taylor, EB",Ecological selection against hybrids in natural populations of sympatric threespine sticklebacks,JOURNAL OF EVOLUTIONARY BIOLOGY,2007,20,6,,,,,2173,2180,,10.1111/j.1420-9101.2007.01427.x,,,,,,,,WOS:000250298300010,17887972,,,,,ambig.origin,,KT,,,,,
145,"Peterson, MA; Monsen, KJ; Pedersen, H; McFarland, T; Bearden, J",Direct and indirect analysis of the fitness of Chrysochus (Coleoptera : Chrysomelidae) hybrids,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2005,84,2,,,,,273,286,,10.1111/j.1095-8312.2004.00429.x,,,,,,,,WOS:000226970700008,,,,,,ambig.origin,,KT,,,,,
149,"Cruz, R; Vilas, C; Mosquera, J; Garcia, C",The close relationship between estimated divergent selection and observed differentiation supports the selective origin of a marine snail hybrid zone,JOURNAL OF EVOLUTIONARY BIOLOGY,2004,17,6,,,,,1221,1229,,10.1111/j.1420.9101.2004.00802.x,,,,,,,,WOS:000224646800012,15525407,,,,,ambig.origin,,KT,,,,,
153,"Babik, W; Rafinski, J",Relationship between morphometric and genetic variation in pure and hybrid populations of the smooth and Montandon's newt (Triturus vulgaris and T-montandoni),JOURNAL OF ZOOLOGY,2004,262,,2,,,,135,143,,10.1017/S0952836903004369,,,,,,,,WOS:000220113600003,,,,,,ambig.origin,natural hybrid zone,NF,,,,,
161,"Cruz, R; Garcia, C",Using environmental effects on fecundity to compare the adaptive characteristics of the morphs in a hybrid zone of Littorina saxatilis,EVOLUTIONARY ECOLOGY,2003,17,2,,,,,157,173,,10.1023/A:1023038817912,,,,,,,,WOS:000182005500004,,,,,,ambig.origin,hybrid zone,NF,,,,,
187,"San-Jose, LM; Ducret, V; Ducrest, AL; Simon, C; Roulin, A",Beyond mean allelic effects: A locus at the major color gene MC1R associates also with differing levels of phenotypic and genetic (co)variance for coloration in barn owls,EVOLUTION,2017,71,10,,,,,2410,2427,,10.1111/evo.13315,,,,,,,,WOS:000412834700010,28744900,,,,,ambig.origin,,KT,,,,,
209,"Rybinski, J; Sirkia, PM; McFarlane, SE; Vallin, N; Wheatcroft, D; Alund, M; Qvarnstrom, A",Competition-driven build-up of habitat isolation and selection favoring modified dispersal patterns in a young avian hybrid zone,EVOLUTION,2016,70,11,,,,,2504,2519,,10.1111/evo.13046,,,,,,,,WOS:000387072900006,27593215,,,,,ambig.origin,hybrid zone,KT,,,,,
211,"Cramer, ERA; Alund, M; McFarlane, SE; Johnsen, A; Qvarnstrom, A",Females discriminate against heterospecific sperm in a natural hybrid zone,EVOLUTION,2016,70,10,,,,,2226,2238,,10.1111/evo.13019,,,,,,,,WOS:000385550700005,27464950,,,,,ambig.origin,hybrid zone and parents measured only it seems,KT,,,,,
217,"McEntee, JP; Penalba, JV; Werema, C; Mulungu, E; Mbilinyi, M; Moyer, D; Hansen, L; Fjeldsa, J; Bowie, RCK",Social selection parapatry in Afrotropical sunbirds,EVOLUTION,2016,70,8,,,,,,,,10.1111/evo.12986,,,,,,,,WOS:000381205700013,,,,,,ambig.origin,hybrid zone,KT,,,,,
218,"Vines, TH; Dalziel, AC; Albert, AYK; Veen, T; Schulte, PM; Schluter, D",Cline coupling and uncoupling in a stickleback hybrid zone,EVOLUTION,2016,70,7,,,,,1651,1658,,10.1111/evo.12970,,,,,,,,WOS:000380023200018,27287407,,,,,ambig.origin,hybrid zone,KT,,,,,
219,"Schaefer, J; Duvernell, D; Campbell, DC",Hybridization and introgression in two ecologically dissimilar Fundulus hybrid zones,EVOLUTION,2016,70,7,,,,,1450,1464,,10.1111/evo.12968,,,,,,,,WOS:000380023200003,27252049,,,,,ambig.origin,hybrids are F1 or BC,KT,,,,,
224,"Sardell, JM; Uy, JAC",Hybridization following recent secondary contact results in asymmetric genotypic and phenotypic introgression between island species of Myzomela honeyeaters,EVOLUTION,2016,70,6,,,,,1418,1427,,10.1111/evo.12940,,,,,,,,WOS:000379268200022,27149933,,,,,ambig.origin,hybrid zone,KT,,,,,
240,"Weir, JT; Faccio, MS; Pulido-Santacruz, P; Barrera-Guzman, AO; Aleixo, A","Hybridization in headwater regions, and the role of rivers as drivers of speciation in Amazonian birds",EVOLUTION,2015,69,10,,,,,2602,2612,,10.1111/evo.12756,,,,,,,,WOS:000362970600006,26292844,,,,,ambig.origin,hybrid zone,KT,,,,,
243,"Roccaforte, K; Russo, SE; Pilson, D",Hybridization and reproductive isolation between diploid Erythronium mesochoreum and its tetraploid congener E-albidum (Liliaceae),EVOLUTION,2015,69,9,,,,,2441,2451,,10.1111/evo.12753,,,,,,,,WOS:000362964700015,26283104,,,,,ambig.origin,,KT,,,,,
250,"Sobel, JM; Streisfeld, MA",Strong premating reproductive isolation drives incipient speciation in Mimulus aurantiacus,EVOLUTION,2015,69,7,,,,,1938,1947,,10.1111/evo.12688,,,,,,,,WOS:000358503800020,26031568,,,,,ambig.origin,hybrid zone,KT,,,,,
295,"Larson, EL; Andres, JA; Bogdanowicz, SM; Harrison, RG",DIFFERENTIAL INTROGRESSION IN A MOSAIC HYBRID ZONE REVEALS CANDIDATE BARRIER GENES,EVOLUTION,2013,68,3,,,,,705,719,,10.1111/evo.12295,,,,,,,,WOS:000332046700009,24152112,,,,,ambig.origin,hybrid zone,KT,,,,,
316,"Nice, CC; Gompert, Z; Fordyce, JA; Forister, ML; Lucas, LK; Buerkle, CA",HYBRID SPECIATION AND INDEPENDENT EVOLUTION IN LINEAGES OF ALPINE BUTTERFLIES,EVOLUTION,2013,67,8,,,,,2166,2179,,10.1111/evo.12099,,,,,,,,WOS:000322329500002,23888843,,,,,ambig.origin,"not original data; also, hybrids are 'putative'",KT,,,,,
322,"Sandkam, BA; Joy, JB; Watson, CT; Gonzalez-Bendiksen, P; Gabor, CR; Breden, F","HYBRIDIZATION LEADS TO SENSORY REPERTOIRE EXPANSION IN A GYNOGENETIC FISH, THE AMAZON MOLLY (POECILIA FORMOSA): A TEST OF THE HYBRID-SENSORY EXPANSION HYPOTHESIS",EVOLUTION,2013,67,6,,,,,1598,1606,,10.1111/evo.12062,,,,,,,,WOS:000319874800007,23730755,,,,,ambig.origin,hybrid species,KT,,,,,
324,"Moe, AM; Weiblen, GD","POLLINATOR-MEDIATED REPRODUCTIVE ISOLATION AMONG DIOECIOUS FIG SPECIES (FICUS, MORACEAE)",EVOLUTION,2012,67,6,,,,,1692,1705,,10.1111/evo.12044,,,,,,,,WOS:000319874800014,23730762,,,,,ambig.origin,,KT,,,,,
341,"Zigler, KS; Byrne, M; Raff, EC; Lessios, HA; Raff, RA",NATURAL HYBRIDIZATION IN THE SEA URCHIN GENUS PSEUDOBOLETIA BETWEEN SPECIES WITHOUT APPARENT BARRIERS TO GAMETE RECOGNITION,EVOLUTION,2012,66,10,,,,,3167,3178,,10.1111/j.1558-5646.2012.01662.x,,,,,,,,WOS:000309393000014,23025606,,,,,ambig.origin,"most hybrids appear f1, but not clear; anyway no appropriate traits",KT,,,,,
350,"Beck, JB; Alexander, PJ; Allphin, L; Al-Shehbaz, IA; Rushworth, C; Bailey, CD; Windham, MD",DOES HYBRIDIZATION DRIVE THE TRANSITION TO ASEXUALITY IN DIPLOID BOECHERA?,EVOLUTION,2012,66,8,,,,,2628,2636,,10.1111/j.1558-5646.2012.01607.x,,,,,,,,WOS:000306804100024,22834759,,,,,ambig.origin,,KT,,,,,
351,"Vallin, N; Rice, AM; Bailey, RI; Husby, A; Qvarnstrom, A",POSITIVE FEEDBACK BETWEEN ECOLOGICAL AND REPRODUCTIVE CHARACTER DISPLACEMENT IN A YOUNG AVIAN HYBRID ZONE,EVOLUTION,2012,66,7,,,,,2182,2190,,10.1111/j.1558-5646.2012.01600.x,,,,,,,,WOS:000305945400015,22759294,,,,,ambig.origin,they have coarse phenotypes but hybrid identity unclear,KT,,,,,
365,"Gagnaire, PA; Minegishi, Y; Zenboudji, S; Valade, P; Aoyama, J; Berrebi, P",WITHIN-POPULATION STRUCTURE HIGHLIGHTED BY DIFFERENTIAL INTROGRESSION ACROSS SEMIPERMEABLE BARRIERS TO GENE FLOW IN ANGUILLA MARMORATA,EVOLUTION,2011,66,4,,,,,1167,1179,,10.1111/j.1558-5646.2011.01518.x,,,,,,,,WOS:000302546700016,22486696,,,,,ambig.origin,,KT,,,,,
386,"Mitsui, Y; Nomura, N; Isagi, Y; Tobe, H; Setoguchi, H",ECOLOGICAL BARRIERS TO GENE FLOW BETWEEN RIPARIAN AND FOREST SPECIES OF AINSLIAEA (ASTERACEAE),EVOLUTION,2011,65,9,,,,,2592,2605,,10.1111/j.1558-5646.2011.01320.x,,,,,,,,WOS:000294594300013,21884058,,,,,ambig.origin,unclear hybrid generation; few F1s and those are low confidene,KT,,,,,
493,"Ruegg, K","Genetic, morphological, and ecological characterization of a hybrid zone that spans a migratory divide",EVOLUTION,2008,62,10,,,,,2616,2627,,10.1111/j.1558-5646.2008.00460.x,,,,,,,,WOS:000259900800014,18637834,,,,,ambig.origin,,KT,,,,,
552,"James, JK; Abbott, RJ","Recent, allopatric, homoploid hybrid speciation: The origin of Senecio squalidus (Asteraceae) in the British Isles from a hybrid zone on Mount Etna, Sicily",EVOLUTION,2005,60,11,,,,,2293,2310,,,,,,,,,,WOS:000243031000010,17236422,,,,,ambig.origin,hybrid zone,KT,,,,,
558,"Wiley, C; Bengtson, JM; Svedin, N; Qvarnstrom, A",Hybridization cost of delayed maturation of secondary sexual traits in the collared flycatcher,EVOLUTION,2005,60,7,,,,,1344,1357,,10.1111/j.0014-3820.2006.tb01214.x,,,,,,,,WOS:000239682300003,16929652,,,,,ambig.origin,natural hybrids,KT,,,,,
567,"Chiba, S",Appearance of morphological novelty in a hybrid zone between two species of land snail,EVOLUTION,2005,60,5,,,,,908,921,,,,,,,,,,WOS:000238181700003,16817532,,,,,ambig.origin,,KT,,,,,
574,"Alexandrino, J; Baird, SJE; Lawson, L; Macey, JR; Moritz, C; Wake, DB",Strong selection against hybrids at a hybrid zone in the Ensatina ring species complex and its evolutionary implications,EVOLUTION,2005,60,2,,,,,225,233,,,,,,,,,,WOS:000236383200002,16610315,,,,,ambig.origin,,KT,,,,,
729,"Malmos, KB; Sullivan, BK; Lamb, T",Calling behavior and directional hybridization between two toads (Bufo microscaphus x B-woodhousii) in Arizona,EVOLUTION,2001,56,5,,,,,1036,1044,,,,,,,,,,WOS:000176078600015,12093017,,,,,ambig.origin,,KT,,,,,
758,"Carney, SE; Gardner, KA; Rieseberg, LH",Evolutionary changes over the fifty-year history of a hybrid population of sunflowers (Helianthus),EVOLUTION,2000,55,5,,,,,1069,1073,,10.1554/0014-3820(2001)055[1069:TIOOBC]2.0.CO;2,,,,,,,,WOS:000169403100023,11430644,,,,,ambig.origin,,KT,,,,,
767,"Dudycha, JL; Tessier, AJ","Natural genetic variation of life span, reproduction, and juvenile growth in Daphnia",EVOLUTION,1999,55,2,,,,,330,338,,,,,,,,,,WOS:000167552800011,11308091,,,,,ambig.origin,,KT,,,,,
787,"Roff, DA; Mousseau, TA; Howard, DJ","Variation in genetic architecture of calling song among populations of Allonemobius socius, A-fasciatus, and a hybrid population: Drift or selection?",EVOLUTION,1999,54,4,,,,,1157,1172,,,,,,,,,,WOS:000089317900008,11005285,,,,,ambig.origin,,KT,,,,,
789,"Campbell, DR; Waser, NM; Wolf, PG",Pollen transfer by natural hybrids and parental species in an Ipomopsis hybrid zone,EVOLUTION,1998,54,4,,,,,1192,1206,,,,,,,,,,WOS:000089317900011,11005288,,,,,ambig.origin,,KT,,,,,
